CODE,Country,Date,Confirmed Cases,Daily Confirmed,Deaths,Daily Deaths,Recovered,Daily Recovered,Region,Income Level,GDP,Population
ZWE,Zimbabwe,5/8/2020,34,0,4,0,9,4,Sub-Saharan Africa,Lower middle income,25812000000,14645468
TGO,Togo,4/12/2020,76,0,3,0,29,4,Sub-Saharan Africa,Low income,6132000000,8082366
TUN,Tunisia,4/25/2020,939,17,38,0,207,13,Middle East & North Africa,Lower middle income,35150000000,11694719
ZWE,Zimbabwe,5/5/2020,34,0,4,0,5,0,Sub-Saharan Africa,Lower middle income,25812000000,14645468
TWN,Taiwan,4/6/2020,373,10,5,0,57,7,East Asia & Pacific,High income,633695000000,23773876
TWN,Taiwan,2/2/2020,10,0,0,0,0,0,East Asia & Pacific,High income,633695000000,23773876
MRT,Mauritania,4/10/2020,7,0,1,0,2,0,Sub-Saharan Africa,Lower middle income,5697000000,4525696
MRT,Mauritania,6/1/2020,588,58,23,0,27,0,Sub-Saharan Africa,Lower middle income,5697000000,4525696
OMN,Others,2/17/2020,454,99,0,0,0,0,NULL,NULL,NULL,NULL
THA,Thailand,2/17/2020,35,1,0,0,15,1,East Asia & Pacific,Upper middle income,547431000000,69037513
MLI,Mali,5/12/2020,730,18,40,1,398,21,Sub-Saharan Africa,Low income,19332000000,19658031
NOR,Norway,2/27/2020,1,0,0,0,0,0,Europe,High income,438623000000,5378857
SWE,Sweden,5/7/2020,24623,705,3040,99,4971,897,Europe,High income,576720000000,10036379
SWE,Sweden,5/10/2020,26322,401,3225,5,4971,0,Europe,High income,576720000000,10036379
SWE,Sweden,5/13/2020,27909,637,3460,147,4971,0,Europe,High income,576720000000,10036379
SWE,Sweden,3/13/2020,814,215,1,0,1,0,Europe,High income,576720000000,10036379
SWE,Sweden,3/16/2020,1103,81,6,3,1,0,Europe,High income,576720000000,10036379
SWE,Sweden,3/7/2020,161,60,0,0,0,0,Europe,High income,576720000000,10036379
KWT,Kuwait,5/10/2020,8688,1065,58,9,2729,107,Middle East & North Africa,High income,142999000000,4207083
SVK,Slovakia,4/23/2020,1325,81,15,1,288,4,Europe,High income,117399000000,5457013
SDN,Sudan,4/1/2020,7,0,2,0,2,1,Sub-Saharan Africa,Lower middle income,82887395895,42813238
SDN,Sudan,6/1/2020,5173,147,298,12,1522,99,Sub-Saharan Africa,Lower middle income,82887395895,42813238
SDN,Sudan,5/9/2020,1164,53,64,5,119,17,Sub-Saharan Africa,Lower middle income,82887395895,42813238
LIE,Liechtenstein,4/20/2020,81,0,1,0,55,0,Europe,High income,6193677543,38019
LIE,Liechtenstein,4/26/2020,82,1,1,0,55,0,Europe,High income,6193677543,38019
LIE,Liechtenstein,5/28/2020,82,0,1,0,55,0,Europe,High income,6193677543,38019
MOZ,Mozambique,4/14/2020,28,7,0,0,2,0,Sub-Saharan Africa,Low income,16294000000,30366036
Puerto Rico,Puerto Rico,3/19/2020,0,0,0,0,0,0,Latin America & Caribbean,NULL,NULL,NULL
ZMB,Zambia,4/9/2020,39,0,1,0,24,17,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZMB,Zambia,5/5/2020,138,1,3,0,92,14,Sub-Saharan Africa,Lower middle income,25272000000,17861030
ZWE,Zimbabwe,4/12/2020,14,0,3,0,0,0,Sub-Saharan Africa,Lower middle income,25812000000,14645468
TWN,Taiwan,3/2/2020,41,1,1,0,12,3,East Asia & Pacific,High income,633695000000,23773876
TWN,Taiwan,4/26/2020,429,0,6,0,281,6,East Asia & Pacific,High income,633695000000,23773876
NGA,Nigeria,4/15/2020,407,34,12,1,128,29,Sub-Saharan Africa,Lower middle income,496122000000,200963599
NPL,Nepal,4/12/2020,12,3,0,0,1,0,South Asia,Low income,33035000000,28608710
PLW,Palestine,5/6/2020,374,3,2,0,174,47,Middle East & North Africa,Lower middle income,13397100000,5051953
PLW,Palestine,5/12/2020,375,0,2,0,308,7,Middle East & North Africa,Lower middle income,13397100000,5051953
POL,Poland,5/19/2020,19268,383,948,12,7903,275,Europe,High income,643274000000,37887768
NOR,Norway,3/24/2020,2863,242,12,2,6,0,Europe,High income,438623000000,5378857
NOR,Norway,3/27/2020,3755,386,19,5,6,0,Europe,High income,438623000000,5378857
NOR,Norway,4/19/2020,7078,42,165,1,32,0,Europe,High income,438623000000,5378857
NOR,Norway,4/22/2020,7338,147,187,5,32,0,Europe,High income,438623000000,5378857
PAN,Panama,4/22/2020,4821,163,141,5,231,27,Latin America & Caribbean,High income,75494000000,4246439
POL,Poland,3/22/2020,634,98,7,2,13,12,Europe,High income,643274000000,37887768
LCA,Saint Lucia,3/19/2020,2,0,0,0,0,0,Latin America & Caribbean,Upper middle income,2069000000,182790
POL,Poland,5/25/2020,21631,305,1007,11,9276,82,Europe,High income,643274000000,37887768
MEX,Mexico,2/28/2020,1,1,0,0,0,0,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MEX,Mexico,3/25/2020,405,38,5,1,4,0,Latin America & Caribbean,Upper middle income,1297750000000,127575529
MEX,Mexico,3/28/2020,717,132,12,4,4,0,Latin America & Caribbean,Upper middle income,1297750000000,127575529
LBN,Lebanon,2/24/2020,1,0,0,0,0,0,Middle East & North Africa,Upper middle income,60620000000,6855713
OMN,Oman,4/28/2020,2131,82,10,0,364,0,Middle East & North Africa,High income,84158000000,4974986
OMN,Oman,6/2/2020,12799,576,59,9,2812,130,Middle East & North Africa,High income,84158000000,4974986
TWN,Taiwan,5/28/2020,441,0,7,0,420,1,East Asia & Pacific,High income,633695000000,23773876
TGO,Togo,3/8/2020,1,0,0,0,0,0,Sub-Saharan Africa,Low income,6132000000,8082366
TGO,Togo,3/17/2020,1,0,0,0,0,0,Sub-Saharan Africa,Low income,6132000000,8082366
SAU,Saudi Arabia,5/18/2020,57345,2593,320,8,28748,3026,Middle East & North Africa,High income,790062000000,34268528
SEN,Senegal,4/26/2020,671,57,9,2,283,7,Sub-Saharan Africa,Lower middle income,28062000000,16296364
SEN,Senegal,5/2/2020,1115,91,9,0,368,12,Sub-Saharan Africa,Lower middle income,28062000000,16296364
LKA,Sri Lanka,2/4/2020,1,0,0,0,0,0,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,2/10/2020,1,0,0,0,1,0,South Asia,Upper middle income,89942000000,21323733
SSD,South Sudan,4/8/2020,2,0,0,0,0,0,Sub-Saharan Africa,Low income,2796000000,11062113
SSD,South Sudan,4/11/2020,4,0,0,0,0,0,Sub-Saharan Africa,Low income,2796000000,11062113
OMN,Others,5/14/2020,721,0,15,0,651,0,NULL,NULL,NULL,NULL
OMN,Others,5/17/2020,721,0,15,0,651,0,NULL,NULL,NULL,NULL
OMN,Others,5/20/2020,721,0,15,0,651,0,NULL,NULL,NULL,NULL
OMN,Others,5/23/2020,721,0,15,0,651,0,NULL,NULL,NULL,NULL
GRD,Grenada,4/3/2020,12,2,0,0,0,0,Latin America & Caribbean,Upper middle income,1330000000,112003
GRD,Grenada,4/26/2020,18,0,0,0,7,0,Latin America & Caribbean,Upper middle income,1330000000,112003
GRD,Grenada,5/5/2020,21,0,0,0,13,0,Latin America & Caribbean,Upper middle income,1330000000,112003
GRD,Grenada,5/31/2020,23,0,0,0,18,0,Latin America & Caribbean,Upper middle income,1330000000,112003
TUR,Turkey,4/25/2020,107773,2861,2706,106,25582,3845,Europe,Upper middle income,809555000000,83429615
THA,Thailand,2/11/2020,33,1,0,0,10,0,East Asia & Pacific,Upper middle income,547431000000,69037513
THA,Thailand,2/14/2020,33,0,0,0,12,0,East Asia & Pacific,Upper middle income,547431000000,69037513
TUR,Turkey,4/19/2020,86306,3977,2017,127,11976,1523,Europe,Upper middle income,809555000000,83429615
ZWE,Zimbabwe,5/11/2020,36,0,4,0,9,0,Sub-Saharan Africa,Lower middle income,25812000000,14645468
VEN,Venezuela,4/19/2020,256,29,9,0,117,4,Latin America & Caribbean,Upper middle income,70106000000,28515829
VEN,Venezuela,4/22/2020,288,3,10,0,122,5,Latin America & Caribbean,Upper middle income,70106000000,28515829
MYS,Malaysia,5/14/2020,6819,40,112,1,5351,70,East Asia & Pacific,Upper middle income,401985000000,31949777
MYS,Malaysia,5/17/2020,6894,22,113,0,5571,59,East Asia & Pacific,Upper middle income,401985000000,31949777
OMN,Oman,2/24/2020,2,2,0,0,0,0,Middle East & North Africa,High income,84158000000,4974986
OMN,Oman,3/1/2020,6,0,0,0,1,0,Middle East & North Africa,High income,84158000000,4974986
TWN,Taiwan,3/5/2020,44,2,1,0,12,0,East Asia & Pacific,High income,633695000000,23773876
TWN,Taiwan,3/31/2020,322,16,5,0,39,0,East Asia & Pacific,High income,633695000000,23773876
SVN,Slovenia,5/27/2020,1471,2,108,0,1354,8,Europe,High income,58213000000,2078654
SVN,Slovenia,5/30/2020,1473,0,108,0,1357,0,Europe,High income,58213000000,2078654
LKA,Sri Lanka,5/4/2020,751,33,8,1,194,10,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,5/7/2020,824,27,9,0,232,17,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,6/2/2020,1683,40,11,0,823,12,South Asia,Upper middle income,89942000000,21323733
PNG,Papua New Guinea,3/24/2020,1,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,3/27/2020,1,0,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,4/22/2020,8,1,0,0,0,0,East Asia & Pacific,Lower middle income,22114000000,8776109
PNG,Papua New Guinea,5/27/2020,8,0,0,0,8,0,East Asia & Pacific,Lower middle income,22114000000,8776109
QAT,Qatar,4/20/2020,6015,567,9,1,555,37,Middle East & North Africa,High income,204008000000,2832067
ARE,United Arab Emirates,4/20/2020,7265,484,43,2,1360,74,Middle East & North Africa,High income,449130000000,9770529
MDG,Madagascar,5/8/2020,193,0,0,0,101,0,Sub-Saharan Africa,Low income,13542000000,26969307
MDG,Madagascar,5/11/2020,186,0,0,0,101,0,Sub-Saharan Africa,Low income,13542000000,26969307
MDG,Madagascar,5/14/2020,230,18,0,0,108,1,Sub-Saharan Africa,Low income,13542000000,26969307
NGA,Nigeria,3/20/2020,12,4,0,0,1,0,Sub-Saharan Africa,Lower middle income,496122000000,200963599
NGA,Nigeria,5/20/2020,6677,276,200,8,1840,106,Sub-Saharan Africa,Lower middle income,496122000000,200963599
SMR,San Marino,5/6/2020,608,19,41,0,97,5,Europe,High income,1672000000,33860
MAR,Morocco,3/3/2020,1,0,0,0,0,0,Middle East & North Africa,Lower middle income,129056000000,36471769
TUR,Turkey,3/18/2020,98,51,1,0,0,0,Europe,Upper middle income,809555000000,83429615
TUR,Turkey,5/21/2020,153548,961,4249,27,114990,1003,Europe,Upper middle income,809555000000,83429615
STP,Sao Tome and Principe,4/12/2020,4,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,527000000,211
VEN,Venezuela,3/21/2020,70,28,0,0,0,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
VEN,Venezuela,5/15/2020,459,4,10,0,229,9,Latin America & Caribbean,Upper middle income,70106000000,28515829
VEN,Venezuela,5/21/2020,882,58,10,0,262,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
MNE,Montenegro,4/11/2020,263,8,2,0,5,1,Europe,Upper middle income,5740000000,627987
GAB,Gabon,5/17/2020,1320,0,11,0,244,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
LBN,Lebanon,3/24/2020,318,51,4,0,8,0,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,3/30/2020,446,8,11,1,35,5,Middle East & North Africa,Upper middle income,60620000000,6855713
LBN,Lebanon,4/28/2020,717,7,24,0,145,0,Middle East & North Africa,Upper middle income,60620000000,6855713
MYS,Malaysia,3/14/2020,238,41,0,0,35,9,East Asia & Pacific,Upper middle income,401985000000,31949777
ARE,United Arab Emirates,4/26/2020,10349,536,76,5,1978,91,Middle East & North Africa,High income,449130000000,9770529
ARE,United Arab Emirates,5/19/2020,25063,873,227,3,10791,1214,Middle East & North Africa,High income,449130000000,9770529
LKA,Sri Lanka,4/5/2020,176,10,5,0,33,6,South Asia,Upper middle income,89942000000,21323733
LKA,Sri Lanka,5/10/2020,863,16,9,0,321,61,South Asia,Upper middle income,89942000000,21323733
ZAF,South Africa,4/16/2020,2605,99,48,14,903,493,Sub-Saharan Africa,Upper middle income,386727000000,58558270
UZB,Uzbekistan,3/28/2020,104,16,2,1,5,0,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,4/26/2020,1869,7,8,0,789,82,Central Asia,Lower middle income,55482000000,32981716
GRD,Grenada,3/28/2020,7,0,0,0,0,0,Latin America & Caribbean,Upper middle income,1330000000,112003
GRD,Grenada,5/28/2020,23,0,0,0,18,0,Latin America & Caribbean,Upper middle income,1330000000,112003
NPL,Nepal,2/8/2020,1,0,0,0,0,0,South Asia,Low income,33035000000,28608710
NPL,Nepal,3/5/2020,1,0,0,0,1,0,South Asia,Low income,33035000000,28608710
NPL,Nepal,4/3/2020,6,0,0,0,1,0,South Asia,Low income,33035000000,28608710
SSD,South Sudan,4/17/2020,4,0,0,0,0,0,Sub-Saharan Africa,Low income,2796000000,11062113
PER,Peru,5/31/2020,164476,8805,4506,135,67208,761,Latin America & Caribbean,Upper middle income,244163000000,32510453
POL,Poland,4/26/2020,11617,344,535,11,2265,139,Europe,High income,643274000000,37887768
STP,Sao Tome and Principe,5/14/2020,235,15,7,1,4,0,Sub-Saharan Africa,Lower middle income,527000000,211
STP,Sao Tome and Principe,5/17/2020,235,0,7,0,4,0,Sub-Saharan Africa,Lower middle income,527000000,211
VEN,Venezuela,5/24/2020,1121,111,10,0,262,0,Latin America & Caribbean,Upper middle income,70106000000,28515829
HTI,Haiti,5/31/2020,2124,259,44,3,24,0,Latin America & Caribbean,Low income,9648000000,11263770
FIN,Finland,3/20/2020,450,50,0,0,10,0,Europe,High income,289243000000,5532156
FIN,Finland,3/23/2020,700,74,1,0,10,0,Europe,High income,289243000000,5532156
FIN,Finland,4/12/2020,2974,69,56,7,300,0,Europe,High income,289243000000,5532156
GAB,Gabon,4/18/2020,108,0,1,0,7,0,Sub-Saharan Africa,Upper middle income,17893000000,2172579
MYS,Malaysia,4/12/2020,4683,153,76,3,2108,113,East Asia & Pacific,Upper middle income,401985000000,31949777
MYS,Malaysia,5/8/2020,6535,68,107,0,4864,88,East Asia & Pacific,Upper middle income,401985000000,31949777
LUX,Luxembourg,3/1/2020,1,0,0,0,0,0,Europe,High income,73693000000,615729
LUX,Luxembourg,4/28/2020,3741,12,89,1,3123,0,Europe,High income,73693000000,615729
NAM,Namibia,4/27/2020,16,0,0,0,8,0,Sub-Saharan Africa,Upper middle income,14627000000,2494530
ZAF,South Africa,3/21/2020,240,38,0,0,0,0,Sub-Saharan Africa,Upper middle income,386727000000,58558270
SLV,El Salvador,4/19/2020,201,11,7,0,44,1,Latin America & Caribbean,Lower middle income,28202000000,6453553
SLV,El Salvador,5/21/2020,1640,69,33,2,544,7,Latin America & Caribbean,Lower middle income,28202000000,6453553
BEN,Benin,4/30/2020,64,0,1,0,33,0,Sub-Saharan Africa,Low income,12129000000,11801151
BWQ,Botswana,4/9/2020,13,7,1,0,0,0,Sub-Saharan Africa,Upper middle income,20873000000,2303697
KHM,Cambodia,2/12/2020,1,0,0,0,1,1,East Asia & Pacific,Lower middle income,29309000000,16486542
KHM,Cambodia,4/13/2020,122,0,0,0,77,0,East Asia & Pacific,Lower middle income,29309000000,16486542
HRV,Croatia,3/19/2020,105,24,1,1,5,1,Europe,High income,64590000000,4130304
ISR,Israel,4/19/2020,13491,226,172,8,3754,298,Middle East & North Africa,High income,403961000000,8519377
ISR,Israel,5/15/2020,16589,10,266,1,12587,66,Middle East & North Africa,High income,403961000000,8519377
NLD,Netherlands,2/29/2020,6,5,0,0,0,0,Europe,High income,954931000000,17097130
NLD,Netherlands,3/3/2020,24,6,0,0,0,0,Europe,High income,954931000000,17097130
NLD,Netherlands,3/26/2020,7468,1030,435,78,6,2,Europe,High income,954931000000,17097130
GNQ,Guinea,5/12/2020,2298,152,11,0,816,102,Sub-Saharan Africa,Low income,13603000000,12771246
GNB,Guinea-Bissau,5/10/2020,726,85,3,0,26,1,Sub-Saharan Africa,Low income,1669000000,1920922
GUY,Guyana,3/14/2020,1,0,1,0,0,0,Latin America & Caribbean,Upper middle income,4609000000,782766
GUY,Guyana,4/15/2020,55,8,6,0,8,0,Latin America & Caribbean,Upper middle income,4609000000,782766
PAN,Panama,3/18/2020,86,17,1,0,0,0,Latin America & Caribbean,High income,75494000000,4246439
THA,Thailand,4/12/2020,2551,33,38,3,1218,83,East Asia & Pacific,Upper middle income,547431000000,69037513
THA,Thailand,4/21/2020,2811,19,48,1,2108,109,East Asia & Pacific,Upper middle income,547431000000,69037513
KWT,Kuwait,5/22/2020,19564,955,138,9,5515,310,Middle East & North Africa,High income,142999000000,4207083
CHN,China,2/23/2020,76938,16,2443,2,23170,483,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2/26/2020,78065,405,2715,52,30053,2403,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,2/29/2020,79251,427,2835,47,39279,2988,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CYP,Cyprus,3/31/2020,262,32,8,1,23,1,Europe,High income,26348000000,1179551
CYP,Cyprus,5/31/2020,944,0,17,0,790,0,Europe,High income,26348000000,1179551
MLI,Mali,4/22/2020,293,35,17,3,73,16,Sub-Saharan Africa,Low income,19332000000,19658031
DZA,Algeria,3/4/2020,12,7,0,0,0,0,Middle East & North Africa,Upper middle income,193056000000,43053054
DZA,Algeria,5/4/2020,4648,174,465,2,1998,62,Middle East & North Africa,Upper middle income,193056000000,43053054
AGO,Angola,3/20/2020,1,1,0,0,0,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
AGO,Angola,3/23/2020,3,1,0,0,0,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
AGO,Angola,3/26/2020,4,1,0,0,0,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
AGO,Angola,5/26/2020,70,0,4,0,18,0,Sub-Saharan Africa,Lower middle income,96426000000,31825295
DZA,Algeria,4/5/2020,1320,69,152,22,90,0,Middle East & North Africa,Upper middle income,193056000000,43053054
ARG,Argentina,4/29/2020,4285,158,214,7,1192,30,Latin America & Caribbean,Upper middle income,515353000000,44780677
ARG,Argentina,5/31/2020,16851,637,539,11,5336,548,Latin America & Caribbean,Upper middle income,515353000000,44780677
GRC,Greece,4/7/2020,1832,77,81,2,269,0,Europe,High income,230500000000,10473455
GRC,Greece,5/9/2020,2710,19,151,1,1374,0,Europe,High income,230500000000,10473455
BLR,Belarus,3/15/2020,27,0,0,0,3,0,Europe,Upper middle income,63664000000,9452411
BLR,Belarus,4/10/2020,1981,495,19,3,169,30,Europe,Upper middle income,63664000000,9452411
BLZ,Belize,4/24/2020,18,0,2,0,5,0,Latin America & Caribbean,Upper middle income,2071000000,390353
BEN,Benin,4/8/2020,26,0,1,0,5,0,Sub-Saharan Africa,Low income,12129000000,11801151
BEN,Benin,4/11/2020,35,0,1,0,5,0,Sub-Saharan Africa,Low income,12129000000,11801151
PHL,Philippines,5/24/2020,14035,258,868,5,3249,72,East Asia & Pacific,Lower middle income,389048000000,108116615
MDA,Moldova,4/3/2020,591,86,8,2,26,3,Europe,Lower middle income,12793000000,4043263
MDA,Moldova,5/5/2020,4363,115,136,4,1544,121,Europe,Lower middle income,12793000000,4043263
MDA,Moldova,5/28/2020,7725,188,282,8,4123,239,Europe,Lower middle income,12793000000,4043263
PRY,Paraguay,4/13/2020,147,13,6,0,22,0,Latin America & Caribbean,Upper middle income,45376000000,7044636
CHN,China,4/24/2020,83899,15,4636,0,78109,126,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,4/30/2020,83956,12,4637,0,78523,49,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,5/26/2020,84103,1,4638,0,79358,6,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,5/29/2020,84123,17,4638,0,79382,11,East Asia & Pacific,Upper middle income,15468100000000,1433783686
CHN,China,6/1/2020,84154,8,4638,0,79398,9,East Asia & Pacific,Upper middle income,15468100000000,1433783686
Macau,Macau,3/2/2020,10,0,0,0,8,0,East Asia & Pacific,NULL,NULL,NULL
SDN,Sudan,5/13/2020,1818,157,90,10,198,25,Sub-Saharan Africa,Lower middle income,82887395895,42813238
CAN,Canada,2/28/2020,14,1,0,0,6,0,North America,High income,1832490000000,37411047
CAN,Canada,4/29/2020,52865,1715,3155,172,20327,1096,North America,High income,1832490000000,37411047
CAN,Canada,5/2/2020,57926,1583,3684,147,23814,1050,North America,High income,1832490000000,37411047
HRV,Croatia,3/15/2020,49,11,0,0,1,0,Europe,High income,64590000000,4130304
HRV,Croatia,4/13/2020,1650,50,25,2,400,27,Europe,High income,64590000000,4130304
AZE,Bahamas,4/17/2020,54,1,9,1,6,0,Latin America & Caribbean,High income,13710000000,389482
NIC,Nicaragua,5/24/2020,279,0,17,0,199,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
CHE,Switzerland,4/6/2020,21657,557,765,50,8056,1641,Europe,High income,740702000000,8591365
CHE,Switzerland,4/15/2020,26336,400,1239,65,15400,1700,Europe,High income,740702000000,8591365
SLE,Sierra Leone,5/10/2020,307,16,18,0,67,9,Sub-Saharan Africa,Low income,4221000000,7813215
CHE,Switzerland,4/9/2020,24051,771,948,53,10600,800,Europe,High income,740702000000,8591365
DOM,Dominican Republic,4/14/2020,3286,119,183,6,162,10,Latin America & Caribbean,Upper middle income,90459000000,10738958
DJI,Djibouti,3/30/2020,18,0,0,0,0,0,Middle East & North Africa,Lower middle income,2599000000,973560
DJI,Djibouti,5/27/2020,2697,229,18,4,1185,106,Middle East & North Africa,Lower middle income,2599000000,973560
DJI,Djibouti,5/30/2020,3194,280,22,2,1286,45,Middle East & North Africa,Lower middle income,2599000000,973560
DOM,Dominican Republic,3/10/2020,5,0,0,0,0,0,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,4/8/2020,2111,155,108,10,50,14,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,5/10/2020,10347,465,388,3,2763,179,Latin America & Caribbean,Upper middle income,90459000000,10738958
DOM,Dominican Republic,5/13/2020,11196,296,409,7,3221,0,Latin America & Caribbean,Upper middle income,90459000000,10738958
DEU,Germany,2/15/2020,16,0,0,0,1,0,Europe,High income,4157120000000,83517045
MDV,Maldives,4/12/2020,20,1,0,0,14,1,South Asia,Upper middle income,6213000000,530953
MDV,Maldives,5/11/2020,897,62,3,0,29,0,South Asia,Upper middle income,6213000000,530953
MDV,Maldives,3/17/2020,13,0,0,0,0,0,South Asia,Upper middle income,6213000000,530953
VCT,Saint Vincent and the Grenadines,4/8/2020,8,0,0,0,1,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,5/7/2020,17,0,0,0,9,0,Latin America & Caribbean,Upper middle income,903000000,110589
VCT,Saint Vincent and the Grenadines,6/2/2020,26,0,0,0,15,0,Latin America & Caribbean,Upper middle income,903000000,110589
SYR,Syria,5/11/2020,47,0,3,0,29,0,Middle East & North Africa,Low income,22163075121,17070135
URY,Uruguay,3/31/2020,338,28,1,0,41,41,Latin America & Caribbean,High income,63421000000,3461734
KGZ,Kyrgyzstan,5/18/2020,1216,78,14,0,827,23,Central Asia,Lower middle income,8781000000,6415850
CRI,Costa Rica,4/24/2020,687,1,6,0,216,20,Latin America & Caribbean,Upper middle income,63460000000,5047561
FIN,Finland,3/21/2020,523,73,1,1,10,0,Europe,High income,289243000000,5532156
FIN,Finland,3/27/2020,1041,83,7,2,10,0,Europe,High income,289243000000,5532156
FIN,Finland,5/24/2020,6579,11,307,1,4800,0,Europe,High income,289243000000,5532156
GAB,Gabon,4/22/2020,166,10,1,0,24,8,Sub-Saharan Africa,Upper middle income,17893000000,2172579
SAU,Saudi Arabia,4/10/2020,3651,364,47,3,685,19,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,4/13/2020,4934,472,65,6,805,44,Middle East & North Africa,High income,790062000000,34268528
SAU,Saudi Arabia,4/16/2020,6380,518,83,4,990,59,Middle East & North Africa,High income,790062000000,34268528
UZB,Uzbekistan,5/20/2020,2939,84,13,0,2372,34,Central Asia,Lower middle income,55482000000,32981716
UZB,Uzbekistan,5/29/2020,3468,24,14,0,2728,34,Central Asia,Lower middle income,55482000000,32981716
CAN,Canada,5/31/2020,92479,798,7374,215,49213,696,North America,High income,1832490000000,37411047
TCD,Chad,4/23/2020,33,0,0,0,8,0,Sub-Saharan Africa,Low income,12547000000,15946876
TCD,Chad,5/25/2020,687,12,61,1,244,29,Sub-Saharan Africa,Low income,12547000000,15946876
IDN,Indonesia,5/23/2020,21745,949,1351,25,5249,192,East Asia & Pacific,Lower middle income,1208860000000,270625568
CMR,Cameroon,4/23/2020,1334,171,43,0,668,271,Sub-Saharan Africa,Lower middle income,42047000000,25876380
CAN,Canada,1/30/2020,3,1,NULL,0,NULL,0,North America,High income,1832490000000,37411047
ESP,Spain,2/15/2020,2,0,0,0,2,2,Europe,High income,1497080000000,46736776
ESP,Spain,3/9/2020,1073,400,28,11,32,2,Europe,High income,1497080000000,46736776
ESP,Spain,3/12/2020,2277,0,55,1,183,0,Europe,High income,1497080000000,46736776
ESP,Spain,3/15/2020,7798,1407,289,94,517,0,Europe,High income,1497080000000,46736776
ESP,Spain,4/16/2020,184948,7304,19315,607,74797,3944,Europe,High income,1497080000000,46736776
ESP,Spain,5/15/2020,230183,643,27459,138,144783,1409,Europe,High income,1497080000000,46736776
NIC,Nicaragua,4/25/2020,12,1,3,0,7,0,Latin America & Caribbean,Lower middle income,12459000000,6545502
#N/A,Holy See,3/11/2020,1,0,0,0,0,0,Europe,NULL,NULL,NULL
DJI,Djibouti,4/25/2020,1008,9,2,0,373,43,Middle East & North Africa,Lower middle income,2599000000,973560
FJI,Fiji,4/3/2020,7,0,0,0,0,0,East Asia & Pacific,Upper middle income,5671000000,889953
GMB,Gambia,4/4/2020,4,0,1,0,2,0,Sub-Saharan Africa,Low income,1870000000,2347706
GMB,Gambia,4/10/2020,4,0,1,0,2,0,Sub-Saharan Africa,Low income,1870000000,2347706
GMB,Gambia,5/9/2020,20,0,1,0,9,0,Sub-Saharan Africa,Low income,1870000000,2347706
MDV,Maldives,3/11/2020,8,2,0,0,0,0,South Asia,Upper middle income,6213000000,530953
JPN,Japan,5/20/2020,16367,0,768,0,11564,0,East Asia & Pacific,High income,5495420000000,126860301
KGZ,Kyrgyzstan,4/16/2020,466,17,5,0,91,13,Central Asia,Lower middle income,8781000000,6415850
MNG,Mongolia,3/15/2020,1,0,0,0,0,0,Central Asia,Lower middle income,14960000000,3225167
SVN,Slovenia,3/15/2020,219,38,1,0,0,0,Europe,High income,58213000000,2078654
SOM,Somalia,3/28/2020,3,0,0,0,0,0,Sub-Saharan Africa,Low income,8341000000,15442905
SOM,Somalia,5/25/2020,1689,95,66,5,235,31,Sub-Saharan Africa,Low income,8341000000,15442905
DMA,Dominica,5/31/2020,16,0,0,0,16,0,Latin America & Caribbean,Upper middle income,590000000,71808
DMA,Dominica,5/22/2020,16,0,0,0,16,0,Latin America & Caribbean,Upper middle income,590000000,71808
French Guiana,French Guiana,3/21/2020,18,3,0,0,6,6,Latin America & Caribbean,Upper middle income,NULL,NULL
IND,India,5/16/2020,90648,4864,2871,118,34224,3966,South Asia,Lower middle income,3257720000000,1366417754
LVA,Latvia,5/10/2020,939,9,18,0,464,0,Europe,High income,38102000000,1906743
